Nombre;Estrellas restaurante;Usuario;Titulo comentario;Comentario;Calificacion
Entre Maderos;4.0;Jose3349;De lo mejor en Medellin y con Honestidad;"We loved this Restaurant, food was amazing.
El servicio impecable.
Fuimos un grupo de 9 a compartir un rato muy agradable entre amigos.
La vista de la ciudad es muy linda desde allí. 
La pasamos super bien, la cena fue deliciosa, pedimos muchos platos diferentes...y todos excelentes, las entradas también muy buenas. Fue todo un banquete. 

Tengo que decirle que aparte de todo el buen servicio y la Excelente comida lo que más me impresionó fue el acto de honradez. 
Hubo un error en la cuenta que yo no me di cuenta. Tres días después recibimos una llamada de la gerencia que había un error en la cuenta, se disculparon y que nos devolvían el dinero. Nos pidieron una cuenta de banco y nos hicieron la consignación.    

Tengo que agradecer a la gerencia por ese acto de honestidad. 
Eso vale mucho en estos días. 

Regresare en mi próxima visita a Medellin.

Jose 
Miami.Más";5.0
Entre Maderos;4.0;Antonio M;Una experiencia completa;Esta ubicado en las palmas, yo fui con mi mejor amiga. El restaurante tiene una vista muy hermosa de la ciudad, la comida es muy rica.;5.0
Entre Maderos;4.0;102nicolasp;Sitio muy agradable y una buena cena;Fuimos a este sitio ya que no iba hace mucho. Continúa con una gran calidad en sus platos, muy buen ambiente en la noche, nos tocaron dos cantantes en vivo, el primero la verdad no nos pareció bueno, el segundo ya si muy chévere. La...comida estaba deliciosa, la mía un salmón cremoso, con pasta rica, y el otro plato un pulpo, delicioso. La sangría también muy rica. Un poco costoso pero para una ocasión especial vale la pena.Más;4.0
Entre Maderos;4.0;Y4009PPelizabetha;Regular!!!!;El servicio de los meseros fue excelente, con muy buena actitud, la vista es bonita, y tienen amplia variedad de platos, pero el sabor es muy normal, mi esposo pidió el plato creo que se llama trío maderos,  y la cantidad muyy poquito, uno no...espera el plato a rebosar pero tampoco esa cantidad tan diminuta y costo elevado en relación a la calidad del producto. Es un lugar para no repetir.Más;3.0
Entre Maderos;4.0;Laguaira200;Restaurant con una amplia;Restaurant con una amplia carta de menú , mucha variedades , para el amante de carne , les aconsejo , la limonada de coco muy sabrosa como dijo la mesera , excelente restaurant !! Me encanto !;5.0
Entre Maderos;4.0;maritzal0pez;Reserva;Estuve buscando un restaurante para celebrar un cumpleaños, decidí que Entre maderos era el lugar, llamé a reservar y la sorpresa fue cuando llegamos al sitio no había tal reserva. Igualmente nos dieron mesa, en cuanto a la comida es muy normal, nada que te...pueda sorprenderMás;3.0
Entre Maderos;4.0;Pooldog1977;UN LUGAR CON MAGIA...;Entre Maderos es un restaurante donde realmente se satisfacen los deseos carnívoros y donde nos deleitamos con un excelente manejo de la parrilla y los términos. La vista de la ciudad y su ubicación hacen que, como en todos los lugares y momentos agradables, el...tiempo pase volando. Excelente propuesta en cuanto a carnes, precios muy adecuados y una buena selección de vinos, pero lo mas enamorador del lugar es la atención amable y servicial de sus meseros. Ojalá este tipo de restaurantes se puedan replicar con frecuencia en otras ciudades. Felicitaciones.Más;5.0
Entre Maderos;4.0;MauroGalindo80;Auténtico e Inspirador;A diferencia de muchos sitios similares que resultan muy pretenciosos en Medellín este restaurante rescata la Sencillez y encanto servicial de la cultura Paísa, con una carta muy diversa y deliciosa desde las entradas hasta los platos fuertes, su personal siempre muy cariñoso y amable...desde nuestra llegada, dejaron una huella que inspira a volver en nuestras próximas visitas a la encantadora Medellín. Gracias por un acogedor momento familiar.Más;5.0
Entre Maderos;4.0;claumd77;Musica, ambiente acogedor y comida deliciosa;"Ideal para visitar con amigos o pareja, es romántico, los meseros en general son muy amables y en cuanto a la comida con seguridad vas a la fija con platos de muy buen sabor. 
Recuerda llevar una buena chaqueta para el frío, prepararte para una...hermosa vista de la ciudad y disfrutar de un ambiente acogedor con música en vivo.Más";4.0
Cambalache Parrilla Argentina;4.5;juanmaarana;Excelente parrilla en Medellín;"Muy buen lugar de parrilla. Con cortes de carne americano, argentino, uruguayo.
El dueño súper amable y la atención de primera.
Hay shows en vivo con una pequeña banda que le pone ambiente al lugar";5.0
Cambalache Parrilla Argentina;4.5;251felicet;Entraña super fantastica;Me gusta mucho voi muchas vezes como lengua ey entraña muy buena el dueño persona seria y profesional.Mañana vuelvo....;5.0
Cambalache Parrilla Argentina;4.5;leilan376;Excelente!!!!;Desde que llegamos Luis un genio. Atención rápida súper amable. El fernet en menos de 3 minutos. Y la comida.... Ufffff deliciosa!, unas mollejas de entrada y el tomahawk increíble la ensalada espectacular! Y los postres  no quedaron atrás el alfajor argentino y el volcán...de dulce de leche espectacular!Más;5.0
Cambalache Parrilla Argentina;4.5;264johanas;Celebracion amor y amistad y aniversario ;"Excelente atencion 
Comida super rica 
Todo espectacular 
100% recomendado 
Es un lugar demasiado agradable 
Otra tematica 
No hay mas palabras para definir 
Me encanto el lugar 
🥰😍";5.0
Cambalache Parrilla Argentina;4.5;480leidyc;Bueno, Pero....;El sabor de las papas en cascos horrible, la ensalada tenia un sabor a vinagre (dañado), luego pedimos la cuenta y no nos la llevaron, el resto estuvo bien.;3.0
Cambalache Parrilla Argentina;4.5;Deiner M;La mejor parrilla Argentina;Excelente lugar, la comida, el ambiente inmejorables, la carne en su punto y la atención sin ninguna queja, 100% recomendado.;5.0
Cambalache Parrilla Argentina;4.5;Javi67;Extraordinario Restaurante Argentino;Fui a cenar a este restaurante y tuve una grata experiencia. La carta es bastante extensa con gran variedad de platos. Lo mismo con la carta de vinos. Para el vino, fui asesorado por el sumiller del restaurante de forma muy profesional. La calidad de...la carne es muy alta, los entrantes deliciosos y porciones grandes. El personal es muy amable y profesional. Lógicamente, no es un lugar barato, pero merece la pena visitarlo. El Baile y música durante la cena están muy bien, aunque quizás demasiado elevado el volumen, lo que impide hablar con normalidad.Más;4.0
Cambalache Parrilla Argentina;4.5;andr_sfelipem2019;Encuentro de amigos;Espectacular, menú variado, todos pedimos un plato diferente y todos deliciosos. Show en vivo de tango genial. Lugar diferente a lo habitual. Recomendado;5.0
Cambalache Parrilla Argentina;4.5;JuanVillegasChaux;La mejor parrilla de Medellín!!!!;Todo, absolutamente todo es espectacular: la mejor provoleta que he probado en la vida, las empanadas de carne son de otro mundo, las carnes ni que hablar. Definitivamente si se quiere vivir un buen asado argentino, con un servicio único, con unos buenos fernet y...unas cervezas, Cambalache es el sitio.Más;5.0
Cambalache Parrilla Argentina;4.5;andrest483;Excelencia en calidad y servicio ;"Es un restaurante argentino ideal para la familia y los negocios. La calidad de los cortes de carne es única en la ciudad; buena propuesta de vinos; además tienen una carta completa y bien rematada. Recomiendo el asado de tira, el pollo apañado, bife chorizo...y el Matambre de Cerdo (único en la ciudad).Más";5.0
Restaurante Sancho Paisa Las Palmas;4.0;luiscT10NB;Aya donde se comen entre trabajando,;Aya donde se  enamora entre compañeros y los jefes no dicen nada , subalternos y les dañan sus hogares a familias que an luchado por años  y llegan a trabajar aya les dañan sus hogares, duban es uno de ellos se enamora con una negra...fea  y me dejó por ella y lo más porqueria es que me busca y me cuánta todo lo que hce con ellaMás;1.0
Restaurante Sancho Paisa Las Palmas;4.0;Sandra730;La mejor comida tipica..pero;Sin duda me encanta sobre todas las opciones de comida tipica en Medellin, el sabor y la calidad de sus platos son muy buenos, las instalaciones son muy agradables y limpias, sin embargo el gran PERO es el servicio. Estuvimos en la sede variante de...Palmas y el de la glorieta del aeropuerto y en ambas el servicio es malo: Demasiados meseros rondando y pasa el tiempo sin que te traigan la carta y aun mas tiempo para tomarte el pedido, a menos que seas tu el que busque un mesero para hacer el pedido, ninguno esta pendiente de las mesas para asegurarse de que fueron atendidos, y luego no traen el pedido completo. Ojala mejoren ese aspecto porque no se puede descuidar el arte de recibir y atender a los comenzales que llegan con grandes expectativas y salir defraudados por el pesimo servicio.Más;3.0
Restaurante Sancho Paisa Las Palmas;4.0;Trek07518731781;COMIDA DESCOMPUESTA.;Fuimos el grupo familiar a celebrar el día de la madre. Nos llevamos una sorpresa muy desagradable. ) le Justo a ella (La madre) , le salió el plato con comida , descompuesta, carne con olor a podrido. No toco levantarnos de la mesa, y...dejar todo ahí.. Por suerte llamamos al administrador, y condono la cuenta.Más;1.0
Restaurante Sancho Paisa Las Palmas;4.0;sulbello;Terrible atención;Lastimosamente nos recomendaron este restaurante pero que atención al público tan mala, desde el mesero hasta la señora de la caja, tiene buena sazón pero su atención es pésima nefasta a tal punto que al mesero se le resbalaron los platos me pegó en la...cabeza y ni se preocupó por preguntarme cómo estaba, si necesitaba algo, solo pregunto que si incluía el servicio. Espero nunca volver.Más;1.0
Restaurante Sancho Paisa Las Palmas;4.0;cararifa;Almuerzo familiar;Unas amistades nos llevaron llegando a Medellín  y quisimos comer algo típico y de verdad no me arrepiento, me encantó Todo en especial las arepas 🫓 con queso;5.0
Restaurante Sancho Paisa Las Palmas;4.0;IsidroLRO;Comida normal. La comida,;Comida normal. La comida, como el estándar de este tipo de restaurantes. Lo que si dejó mucho desear fue la atención. Muy muy muy lentos.;3.0
Restaurante Sancho Paisa Las Palmas;4.0;102nicolasp;De nuevo.... Excelente ;Siempre que hemos ido nos va muy bien, la cazuela es nuestro plato favorito, rápido, rico abundante y con gran calidad en su producto. Con una atención excelente, rápida y por ahora con gran cubrimiento en los protocolos de bioseguridad, hace parte de nuestro ruta...al oriente. Normalmente vamos al de la glorieta del aeropuerto JMC.Más;5.0
Restaurante Sancho Paisa Las Palmas;4.0;102nicolasp;Grata experiencia y con buena bioseguridad! ;Con un gran protocolo de bioseguridad, ahora en tiempos de Covid 19, comenzó nuestro experiencia. Me parece que se esmeran por cuidarnos y por cuidarse, todos los empleados con su respectiva careta y mucha limpieza y desinfección en todas las mesas. Excelente la atención y...lo que pedimos estuvo muy rico. Lo recomiendo mucho por su bioseguridad y como nos fue en la cena.Más;5.0
Restaurante Sancho Paisa Las Palmas;4.0;Viajero F;Delicia clasica;"Volví al lugar después de la cuarentena bastante larga. Algo temeroso, como todos hoy en día, pero con la idea que tenemos que tratar de volver a una cierta normalidad. Me descresto las medidas de bioseguridad, no solo en la entrada al lugar, si no...en todo el servicio: Mesas completamente separadas, no hay nada sobre ellas. Código QR en cada esquina de la mesa para ver la carta. Meseros con tapabocas, ""pantalla"", y guantes. Permanentemente se están echando alcohol o  antibacterial. El mesero trae las cosas en un charol que mandan desde la cocina, y uno va tomando la cosas del charol. Te dan una bolsa de papel para guardar tu tapabocas, para que no lo pongas sobre la mesa. Bolsa para la basura. Cubiertos en una canasta, con bolsa de papel, independientes, que le mesero no toca. El mesero no recoge nada de la mesa, solo al final, una persona diferente recoge todo. Bueno y  la comida ????...Su calidad y sabor siguen siendo  delicioso. El chicharraron, tostadito, no grasoso, deli. La arepa de mote con quesito, sin igual. Unas empanaditas, vienen de a 4, de esas que uno no puede dejar de pedir por el antojo, y queda con ganas de otra tanda. Excelente servicio, amables, guardando el ""distanciamiento social"". En fin..... que grato volver.Más";4.0
Restaurante Sancho Paisa Las Palmas;4.0;bibianap865;Pésima la comida;El día sábado 29 de agosto visitamos el restaurante en horas de la noche y  después de la reapertura por la pandemia,la verdad... La comida muy maluca, pedimos 3 típicos antioqueños, y los frijoles estaban casi fríos y desabridos, parece que los ajustaron con agua...para que alcanzaran, el chicharrón era sólo la muestra al igual que el aguacate, de un solo aguacate podrían sin exagerar sacar 10 porciones, el huevo parecía, de palomo y el chorizo, la muestra nada más. El hecho de que su situación haya estado difícil, no es culpa de nadie, no tienen porque desmejorar el servicio y ahuyentar los clientes, por ahorrarse costos y recuperarse económicamente. De nuestra parte no volveremos a visitar este lugar, tampoco lo recomendamos. Antes de la pandemia excelente, ahora pésimo. Sólo queda por rescatar la buena atención de los meseros, fue lo único. Qué lástima...Más;2.0
Restaurante Herbario;4.0;Hernandezcdiana;Hoy día, hay mejores opciones!;"Aparentemente la administración del restaurante a empeorado la atención y la calidad, especialmente de los cócteles. Los precios de todo elevadísimos; la mayoría de comensales son extranjeros en grupos. El ambiente siempre ha sido plano y aburrido, pero con todo lo anterior.. hay mejores opciones...en El PobladoMás";2.0
Restaurante Herbario;4.0;Natalia M;Grata experiencia;La carta de este restaurante cambia de manera constante, es decir encontrarás en cada posible visita platos y experiencias nuevas y deliciosas, ayer probé un atún y una especie de cazuela deliciosas, la atención también muy buena. Por una temporada están en el programa martes...visa para invitar con un 30% de descuento en la cuenta (no aplica para licor)Más;5.0
